Term ID,Term,No. of items
63916,VET,19
64996,Child maltreatment,19
65166,Geopolymer concrete,19
67361,Trees,19
67401,ride sharing services,19
67636,Data availability,19
81271,Corrections,19
90441,Social surveys,19
93366,Wage inequality,19
97306,Climate change adaptation economics,19
20268,Protest movements,20
20469,People with disabilities--Legal status and laws,20
20625,Religious discrimination,20
21100,Performance management,20
21302,School attendance,20
21740,Medical technology,20
21848,Transgender people,20
22470,Slavery,20
22614,Compensation (Law),20
33699,Creative ability,20
51776,Fresh water,20
52226,Cross-media ownership,20
52666,Indigenous enterprise development,20
53906,business innovation,20
54286,Citizen science,20
54411,Coal seam gas,20
58141,Income management,20
58296,information and communications technologies,20
58791,Labour force,20
59136,mandatory reporting,20
60816,Policy making,20
64771,Gambling harm minimisation,20
68196,City Infrastructure,20
73196,Democratic process,20
83096,Autonomous technologies,20
88356,Neighbourhood effects,20
88391,Health systems,20
91521,Royal Commission into Aged Care Quality and Safety,20
93091,digital innovation,20
93631,labour market disruption,20
20266,Islamophobia,21
20279,Media literacy,21
20463,People with disabilities institutional care,21
20564,Welfare state,21
20689,Life expectancy,21
21421,Religious fundamentalism,21
21683,Referendum,21
21817,Computer hacking,21
22103,Indigenous families,21
22372,Politics and culture,21
22704,Violent crimes,21
22735,Ideology,21
33389,Older people--Medical care,21
51746,news media,21
51836,Metadata,21
52231,Indigenous art centres,21
53151,ANZUS treaty,21
53206,armed violence,21
53851,Building design,21
54611,Community services,21
54976,criminal justice,21
56131,election results,21
56321,End of life decision making,21
56481,Ethnic communities,21
56506,evidence-based practice,21
58531,Internet gambling,21
58636,Islamic State,21
61166,professional learning,21
61676,Research and development,21
72231,Urban resilience,21
81191,Prisoner health,21
95721,Health economics,21
20336,Deregulation,22
20401,Imports,22
20444,Muslims--Ethnic identity,22
20455,Ethnic conflict,22
20675,National health services,22
20825,High school students,22
21605,Tax evasion,22
21653,Mothers,22
22032,Asthma,22
22058,Internet--Social aspects,22
22081,Religion and culture,22
22105,Older people--Family relationships,22
22334,Clothing trade,22
22745,Republicanism,22
22748,Occupations,22
22865,Commuting,22
33802,Consumer credit,22
52741,Accessibility,22
53101,Anti-terrorism,22
56071,Education funding,22
58731,Juvenile offenders,22
59906,Non-Government Organisations (NGOs),22
60211,Opioids,22
60461,Parliamentary practice,22
60646,Petrol prices,22
61301,Public sector information,22
61596,Regulation,22
63841,University-industry collaboration,22
64396,Youth suicide,22
71036,Environmental management,22
74631,Health technology,22
82966,Ministerial conduct,22
84011,National Energy Guarantee (NEG),22
93471,Job searching,22
20427,Obesity in children,23
20691,Business networks,23
21426,Cloud computing,23
21444,Religion and civil society,23
22125,Shipping,23
22275,Job stress,23
22300,Capital gains tax,23
22800,Conflict of laws,23
33661,Social workers,23
53246,ASEAN,23
53306,Assisted dying,23
54556,Community broadcasting,23
54876,Court procedures,23
55731,drinking water,23
56601,Family law,23
56651,Federal budget 2016-17,23
57466,Government subsidies,23
57666,Health inequity,23
57706,Health workers,23
63561,trade unions,23
64516,Government procurement,23
65226,Content,23
67316,Advance care directives,23
67811,Solar pv,23
69021,Labour rights,23
75291,alcohol and drug interventions,23
76806,Marine management,23
82821,Cycling,23
89836,Veterans,23
93121,Platform worker rights,23
20382,Forensic sciences,24
20710,Disability awareness,24
21167,Methamphetamine abuse,24
21396,Internet fraud,24
21983,Deliberative democracy,24
22048,Earthquakes,24
22176,Preventive health services,24
22205,Telecommunications law and legislation,24
22640,Career development,24
22690,Educational change,24
33349,Animal welfare,24
33395,Criminals,24
51606,Uber,24
53176,Mobile apps,24
54401,COAG,24
55181,Data,24
57481,Grains,24
57871,higher education research,24
59801,Negative gearing,24
61796,Retirement savings,24
63221,Sustainable agricultural production,24
64121,Welfare,24
64126,Welfare reform,24
65126,Aboriginal Australians economic participation,24
84201,Building certification,24
88296,Sleeping rough,24
90341,Cultural development,24
20638,Rehabilitation,25
21772,Information policy,25
22038,Technology social aspects,25
22053,Naval operations,25
22095,Reading,25
22130,Disclosure of information,25
22765,Children--Law and legislation,25
22813,Whistle blowing,25
52131,public sector performance measurement,25
56236,Emergency services,25
58191,Indigenous education,25
58556,Internet security,25
58996,Livestock,25
59071,low carbon living,25
61191,Program evaluation,25
61661,rental affordability,25
62521,sharing economy,25
62691,Social cohesion,25
62786,social wellbeing,25
62796,Socio-economic disadvantage,25
62971,Stolen Generations,25
73676,Plastic waste,25
85116,Climate risk,25
93461,job automatibility,25
95851,health data,25
96921,Indigenous treaties,25
98761,Indigenous knowledge,25
20297,Maritime law,26
20447,Islam and culture,26
20645,Electronic records,26
21258,Foreign trade regulation,26
21920,Exercise,26
23312,Electronic games,26
33181,Rental housing law and legislation,26
33891,Child support,26
52081,fly-in fly-out workers,26
52241,building energy economics,26
53366,Australia-China relations,26
54901,CPRF 2010,26
55761,Drugs and alcohol,26
57371,Goods and services tax,26
61351,Public value,26
65961,U.S foreign policy,26
74321,cancer screening,26
89681,Health informatics,26
20181,Smartphones,27
20356,Management,27
20804,Cyberspace,27
20841,Housing location,27
21576,Information technology projects,27
22873,Philanthropists,27
23160,Election districts,27
52371,Royal Commission into Family Violence,27
55451,digital access,27
61506,reform,27
62291,school funding,27
63271,TAFE,27
63666,transport policy,27
64061,Water security,27
68111,City Economy,27
68281,Regional students,27
68926,Nationals policy,27
70016,Coal-fired power,27
71996,Dairy industry,27
76366,Public sector reforms,27
20188,Computer literacy,28
20342,Arms control,28
20419,Learning strategies,28
20624,Race discrimination,28
21061,Disaster relief,28
21383,Freedom of religion,28
21841,Mass media and technology,28
21959,Biology research,28
22159,HIV infections,28
22420,Divorce,28
22686,Temporary employment,28
33331,Problem youth,28
52111,Data management,28
52746,Accountability,28
54896,CPRF 2009,28
55631,disability policy,28
57111,G20,28
57441,Government grants,28
58811,Land rights,28
59681,NAPLAN,28
64231,Women's health,28
64566,Residential aged care,28
78876,Machine learning,28
84356,Aboriginal Australian art,28
20165,Knowledge management,29
21845,Piracy (Copyright),29
21956,Age and employment,29
22360,Blogs,29
22670,Money,29
22734,Refuse and refuse disposal,29
22771,Airports,29
23061,Drug abuse and crime,29
54886,CPRF 2007,29
58986,Liveability,29
61131,Privatisation,29
63486,Thermal comfort,29
63861,Urban renewal,29
67691,transport planning,29
74136,Data analytics,29
83021,Energy storage,29
83421,Belt and Road Initiative (BRI),29
92721,working conditions,29
95741,Internet of things,29
98431,Aboriginal Australians customs,29
20489,Foreign students,30
20591,Equity,30
21241,Emigration and immigration law,30
21407,Export marketing,30
22471,Travel,30
22615,Infants,30
23120,Political ethics,30
52041,Electricity grid,30
53006,alternative dispute resolution,30
55571,digital news,30
56186,Electronic gambling machines,30
56606,farming,30
58106,Immigration detention,30
68201,City Structures,30
20326,Teenagers,31
20464,Discrimination against people with disabilities,31
20840,Educational publishing,31
20932,Domestic terrorism,31
21268,Traffic accidents,31
21512,Research--Economic aspects,31
21588,Freight and freightage,31
21597,Communism,31
21897,Social security,31
22252,Digital television,31
39451,Administrative procedure,31
51726,Fracking,31
54906,CPRF 2011,31
55706,Donald Trump,31
58511,International students,31
59861,News consumption,31
61211,property development,31
61356,Public-private partnerships,31
61696,Research data management,31
62596,smart cities,31
70816,behaviour change,31
76666,Transition to work,31
91721,Circular economy,31
20219,Historic preservation,32
20488,Border security,32
20866,Youth institutional care,32
21021,Nonprofit organizations,32
21078,Computer software,32
21381,Sexual abuse victims,32
21500,Farmers,32
22060,Adult education,32
22343,International relief,32
22764,Euthanasia,32
33894,Girls,32
37938,Air quality,32
51706,business regulation,32
51921,Energy transition,32
54226,Children and young people,32
54891,CPRF 2008,32
55506,digital disruption,32
58271,industry regulation,32
60936,population growth,32
61101,Private health insurance,32
61441,Real estate,32
63871,Urban water,32
91896,Zero energy building,32
95491,digital skills,32
97316,Cost-benefit analysis,32
20592,Discrimination in employment,33
20736,Public finance,33
21794,Local government--Citizen participation,33
22208,Radio broadcasting,33
55066,cultural diversity,33
62216,Safety,33
67206,Petrol,33
71481,Public sector innovation,33
83481,Autonomous vehicles,33
20472,Decision making,34
20728,Leadership in women,34
20852,Information resources,34
22964,Google,34
33855,Electronic commerce,34
53801,Brexit,34
54181,child neglect,34
56801,Financial system regulation,34
64971,Risk assessment,34
83621,Environmental refugees,34
88671,Networked home,34
20308,Colonisation,35
20895,Wildlife conservation,35
20959,Police power,35
21306,Indigenous women,35
21401,Graduate students,35
21452,Same-sex marriage,35
21648,Medical screening,35
21755,Youth services,35
22201,Drug traffic,35
22281,Information technology security measures,35
22443,Medical innovations,35
22726,Women--Health,35
52346,Supply chain,35
55946,Economic modelling,35
56036,Education reform,35
57486,Great Barrier Reef,35
65996,Minority groups,35
71951,energy saving,35
20413,Electronic surveillance,36
21000,Lobbying,36
21110,Political science,36
21580,Statistics--Data processing,36
21867,Occupational training,36
21963,Law enforcement,36
22157,Theft,36
51531,Liberal Party of Australia,36
51556,Social enterprise,36
84081,Federal government departments,36
20201,Global Financial Crisis (2008-2009),37
20720,Physical fitness,37
20746,Internet in public administration,37
21815,Sexually transmitted diseases,37
22477,Skilled migration,37
56081,Elder abuse,37
57006,Free Trade Agreements,37
59031,Local government administration,37
63056,Student equity,37
68176,Social City,37
82316,Air conditioning,37
88561,Insurance,37
89871,Renewable energy planning,37
96541,Indigenous land management,37
20156,Educational innovations,38
20379,Armed forces procurement,38
20537,Freedom of the press,38
20811,Women's rights,38
21649,Non-governmental organizations,38
51911,Offshore detention,38
64081,Wealth disparity,38
82706,Landscape design,38
20196,Entrepreneurship,39
20284,Housing subsidies,39
20285,People with disabilities housing,39
21861,Cyberbullying,39
22165,Sex crimes,39
52801,Activism,39
56051,educational achievement,39
56441,Environmental,39
84666,Household appliances,39
20416,Technology--Economic aspects,40
21361,Sexual health,40
21850,Gender identity,40
52251,ICT,40
54296,City Governance,40
65231,Inclusion,40
82306,Heating,40
52006,Military operations,41
59106,major projects,41
60381,Palliative care,41
75616,Audiences,41
84436,refugee settlement,41
85201,National Health Service (NHS),41
21695,Victims of crimes,42
21880,Ecosystem management,42
22075,Trains,42
22097,Community organization,42
55196,Data collection,42
59601,Movement,42
61346,Public trust,42
68171,Environmental City,42
20311,Cultural property,43
20580,Childbirth,43
20598,Universities and colleges--Finance,43
20733,United Nations,43
20756,Medicare,43
21339,Tobacco,43
21743,Wind power,43
22419,Rural health,43
57176,Gender pay gap,43
67201,Research libraries,43
83796,Statutory authorities,43
20637,Real estate investment,44
20700,Grey literature,44
20907,Mortgages,44
21006,Organised crime,44
21099,Internet service providers,44
21137,Droughts,44
21454,Nuclear weapons,44
21654,Nursing,44
21797,Australian states and territories governments,44
22098,Social justice,44
22160,AIDS,44
22666,Financial literacy,44
33182,Landlord and tenant,44
56431,Environmental impacts,44
61756,residential building,44
20180,Households,45
20663,Civil society,45
21126,Educational technology,45
21185,Death,45
36016,Financial risks,45
55981,Economy,45
64401,Youth unemployment,45
20267,Nationalism,46
20817,Weather,46
21188,Gun control,46
21372,Australian Broadcasting Corporation,46
22691,Educational accountability,46
22738,Prison administration,46
57161,Gender equity,46
58226,Indigenous incarceration,46
58341,Infrastructure,46
61296,public sector,46
62576,Small and Medium Enterprises (SMEs),46
91811,workforce diversity,46
20167,Archives,47
20228,Censorship,47
20420,Educational planning,47
20440,Muslims,47
20452,Underemployment,47
20570,Children institutional care,47
20631,Children's rights,47
20903,Older people--Housing,47
21295,Health services administration,47
22193,Homeless youth,47
22604,Political donations,47
53431,Australian Productivity Commission,47
54551,Community attitudes,47
20151,Internet governance,48
20372,Economic assistance,48
20453,Racism,48
20480,Australian Labor Party,48
20923,World politics,48
21311,Dental care,48
21377,Prices,48
22469,Human trafficking,48
23024,Government productivity,48
51951,Sentencing,48
52156,Royal Commission into Institutional Responses to Child Sexual Abuse,48
60501,Pasifika,48
82661,Motor vehicles,48
93966,Fourth Industrial Revolution,48
20150,Civil rights,49
20211,Pregnancy,49
20271,Food consumption,49
20795,Immunisation,49
21639,Central-local government relations,49
21854,Population forecasting,49
21939,Robotics,49
22606,Recreation,49
51876,Alcohol harms,49
55841,Early childhood development,49
91561,Electronic health records,49
20586,Seasonal labour,50
21217,Learning,50
21417,Sexual harassment,50
21852,Rural health services,50
22663,Adoption,50
33404,Science--Study and teaching,50
55136,Cyber safety,50
55556,digital literacy,50
63661,Transport infrastructure,50
68781,Suicide prevention,50
82946,Royal Commission into Misconduct in the Banking Superannuation and Financial Services Industry,50
84616,Evidence-based decision making,50
20589,Employees,51
21242,Fiscal policy,51
21412,Suburban life,51
21427,Research methodology,51
22637,Health insurance,51
33390,Older people--Services for,51
57166,Gender gap,51
58921,Liberal–National Coalition,51
62721,Social inclusion,51
84066,data security,51
20609,Ethnicity,52
20614,Police-community relations,52
20630,Technology and youth,52
21168,Drug abuse treatment,52
21342,Public broadcasting,52
21692,Visas,52
22478,Community-based family services,52
51671,Cultural heritage,52
58926,Liberal party policy,52
62726,Social inequality,52
63466,The Greens policy,52
68246,Mobile telecommunications,52
89036,STEM education,52
20159,Electronic publishing,53
20291,Government information,53
20438,Group identity,53
20495,Islam,53
20857,Socioeconomic status,53
21610,Environmental economics,53
21758,Work environment,53
22050,Floods,53
22070,Irrigation,53
22507,Social networks,53
67241,Anti-corruption measures,53
70781,burden of disease,53
82311,Cooling,53
82351,Sustainable living,53
82401,Building--Technological innovations,53
90521,building performance,53
98341,Drug use,53
20449,Museums,54
21244,Community sector,54
21463,Job creation,54
22249,Pensions,54
51591,Social impact,54
62766,social services,54
20352,Telecommunication policy,55
20383,Fossil fuels,55
20393,Business tax,55
20429,Peace-building,55
20754,Intelligence service,55
20806,Homosexuality,55
21524,Unions,55
21942,Developing countries,55
22015,Mental depression,55
54721,Constitutional reform,55
55316,Defence administration,55
57501,Green infrastructure,55
59631,Murray-Darling Basin,55
20515,Politicians,56
20751,Homicide,56
20905,Debt,56
21212,Voting,56
22711,Rural development,56
22916,Telecommunication systems,56
52356,Open data,56
52731,access to justice,56
54576,Community engagement,56
59911,Non-Government schools,56
75356,Industry 4.0,56
83486,Electric vehicles,56
95991,Fake news,56
21334,Marriage,57
21543,Family services,57
22457,Women--Employment,57
22672,Maternal health services,57
22673,Social capital,57
22694,Firearms,57
52126,Public sector management,57
61866,Road safety,57
21201,International law,58
21320,Public safety,58
21420,Cultural diplomacy,58
22689,Political participation,58
57996,Housing assistance,58
69696,Green building,58
73651,Low socioeconomic status,58
20560,Surveillance,59
20752,Bullying,59
20971,Marketing,59
21026,Humanitarian assistance,59
21477,Detention of persons,59
21644,Patients,59
57751,Healthy Housing 2016,59
64011,Volunteering,59
20298,Free trade,60
21081,Employee mental health,60
22844,Computer networks,60
88301,Aboriginal Australians housing,60
20629,Digital media--Social aspects,61
20740,Twitter,61
22405,Mines and mineral resources,61
60451,Parliamentarians,61
20410,Medical personnel,62
20725,Prison sentences,62
20763,Public opinion polls,62
20797,Housing and health,62
20869,Sexual assault,62
20948,Retail trade,62
21194,Exports,62
22126,Foster children,62
61691,Research data,62
82371,Cost effectiveness,62
82386,Energy security,62
22489,Poor children,63
58101,Immigration,63
58181,Indigenous constitutional recognition,63
63401,Telecommunications and networks,63
75081,Apprenticeships,63
20353,Social innovation,64
20660,Medical research,64
21040,Legislative bills,64
21315,Business ethics,64
56541,Extreme weather events,64
54371,Closing the gap,65
56176,Electricity distribution networks,65
84051,Urban Research Program Working Paper Series,65
20497,Television broadcasting policy,66
21279,Fraud,66
21569,Training,66
22072,Rivers,66
22476,Smoking,66
52121,Aged care services,66
55591,digital technology,66
56726,films and film making,66
61721,Research impact,66
22599,Numeracy,67
55551,digital inclusion,67
63316,Tax reform,67
96561,Government schools,67
20786,Facebook,68
21924,Databases,68
22094,Educational tests and measurements,68
22444,Public spaces,68
56106,Election campaigns,68
73251,Social impact investing,68
20584,Disability insurance,69
20719,Health promotion,69
20851,Information literacy,69
21783,Sex discrimination,69
21978,Native title (Australia),69
21989,Public health evaluation,69
22803,Corporation growth,69
55516,Digital economy,69
55931,economic growth,69
59931,Not for profit sector,69
72201,urban heat islands,69
20252,Emissions trading,70
20310,Performing arts,70
20836,Energy conservation,70
22286,Music,70
33393,International security,70
33817,News web sites,70
56921,Foreign affairs,70
20636,Gross Domestic Product (GDP),71
21292,Newspapers,71
52781,ACMA annual report series,71
20212,Maternal and infant welfare,72
20234,Cardiovascular diseases,72
20512,Mobile technology,72
20583,Freedom of information,72
21351,Public libraries,72
82381,Open spaces,72
83551,Screen industry,72
92861,Work insecurity,72
20873,Population density,73
53981,Car industry,73
20814,Social sciences,74
20936,Recidivism,74
21346,Nuclear energy,74
21498,Pollution,74
59576,mortality rates,74
21187,Religion,75
53386,Communications regulation,75
58351,Injury,75
65561,Internet use,75
20412,Public hospitals,76
20896,Child mental health,76
20994,Political corruption,76
21053,Wealth,76
21112,Income tax,76
22705,Recycling,76
81791,Private rentals,76
82301,Building materials,76
20803,Academic writing,77
64656,Counter-terrorism,77
89841,Self-determination,77
21395,Forced migration,78
22903,International agencies,78
57156,Gender equality,78
59256,Media governance,78
21447,Assault and battery,79
21544,Caregivers,79
84421,Cultural assimilation,79
95751,Automation,79
20237,Bushfires,80
21280,Employee protection,80
56066,Educational finance,80
56256,Emission reduction,80
82196,Creative economy,80
20796,Diet,81
21098,Statistics,81
21200,Home ownership,81
65611,Intimate Partner Violence (IPV),81
20263,Digital libraries,82
21211,Artists,82
52911,Ageing population,82
59266,Media ownership,82
59786,National Broadband Network,82
52301,Occupational health and safety,83
20348,Ethics,84
20365,Community consultation,84
21487,Disruptive technologies,84
22432,Globalisation,84
51511,Problem gambling,84
56501,Evidence-based policy,84
82631,Labour mobility,84
52831,Australian Defence Force,85
53931,CALD,85
20861,Telecommunication,86
21057,Income distribution,86
20901,Dementia,87
21119,Pharmaceuticals,87
22684,Language and languages,87
23138,Tax planning,87
68316,Skilled workforce,87
20232,Gender,88
20265,Oceans,88
21115,Intellectual property,88
22211,Emergency management,88
53846,Building codes,88
21359,Crime prevention,89
21462,Markets,89
21712,Advertising,89
36015,Risk management,89
20493,Biodiversity conservation,90
20937,Property,90
21816,Interpersonal relations,90
22215,Freedom of speech,90
20831,Aboriginal Australian youth,91
21501,Food industry and trade,91
22052,Foster home care,91
22156,Criminal statistics,91
22352,Criminal law,91
33361,Electronic information resources,91
76851,Food security,91
20554,Treaties,92
21204,Disease management,92
20314,Women--Economic conditions,93
20741,War,93
62646,SOAC 2,93
20236,Chronic diseases,94
20327,Quality of work life,94
20667,Regional economics,94
21742,Solar energy,94
52996,ALP policy,94
90981,Precinct indicators,94
91226,Cultural institutions,94
21584,Global warming,95
22102,Mineral industries,95
51721,Cyber security,95
95976,LGBTI,95
98116,Humanities Arts and Social Science (HASS),95
20877,Maori (New Zealand people),96
20926,Diabetes,96
33338,Electric utilities,96
51646,Paris Agreement,96
62791,Social,96
82356,Building retrofitting,96
97826,Waste minimization,96
20344,Charities,97
20428,Obesity,97
21293,Cyber intelligence (Computer security),97
89321,Forests,97
20468,Violence prevention,98
84716,Pacific people,98
20430,Health planning,99
51766,Out-of-home care,99
54581,Community health,99
20698,Education research,100
21446,Census,100
64991,Indigenous child protection,100
20309,History,101
21181,Parliament of Australia,101
21265,Constitutions,101
22687,Arts--Citizen participation,101
20671,Housing planning,102
20724,Prisoners,102
21165,Online information services,102
22066,Employment forecasting,102
22442,Architecture,102
22915,Regional disparities,102
21577,Food,103
57461,Government services,103
82411,Environmental monitoring,103
98981,Sustainable Development Goals (SDGs),103
22722,Fisheries,104
58171,Indigenous,104
74636,Digital health,104
20258,Digital divide,105
21011,Design,105
21245,Community-based social services,105
20535,Small business,106
21164,Physicians (General practice),106
62651,SOAC 3,106
65251,Competition and regulation,106
20443,Discrimination,107
20635,Nutrition,107
21135,Roads,107
22524,Legal services,107
57986,Household finance,107
20813,Research management,108
20883,Retirement income,108
21451,Natural gas,108
20176,Greenhouse gases,109
20250,Victims of family violence services,109
20457,Coal mines and mining,109
20687,Justice,109
20693,Cost and standard of living,109
51871,Renewable energy,109
21059,Data processing,110
22626,Industrial relations,110
20476,Foreign investment,111
21473,Agricultural resources,113
62656,SOAC 4,113
97896,Public housing,113
21296,Health services accessibility,114
22022,Gambling,114
20830,Aboriginal Australians education,115
21855,Sports,115
22132,Electronic government information,115
20511,Mobile phones,116
20777,Research policy,116
20190,Welfare economics,117
20784,Marine ecology,117
21405,Greenhouse gas mitigation,117
20986,Suicide,118
64386,Youth justice,119
20251,Public opinion,120
20276,Aboriginal Australians legal status and laws,120
71311,Labour force participation,120
20182,Internet access,121
20496,Television,121
21319,Conflict management,121
61306,Public servants,121
90281,Cultural and creative sector,121
93701,urbanisation,121
21170,Political campaigns,122
20913,Teachers,123
58361,Innovation,123
20301,Scholarly communication,124
20985,Online journalism,125
21598,Relations with China,126
54336,Climate change adaptation,126
21711,Consumer behaviour,127
78196,Waste management,127
57396,governance,128
20726,Disabilities,129
21043,Child care,129
22020,Gender-based analysis,129
95781,Australian federal election 2019,130
22698,Water conservation,131
21121,Infrastructure (Economics),132
21520,Retirement,132
75166,Gig economy,134
89071,SOAC 8,134
20424,Child health,135
21376,Electricity prices,135
64496,Manufacturing,135
20951,Housing development,136
20993,Corruption,136
51696,National Disability Insurance Scheme (NDIS),136
20612,Culture,137
62661,SOAC 5,137
20917,Leadership,138
22857,Sex differences,138
20230,Child sexual abuse,139
20544,Consumer protection,139
22291,Data protection,139
22399,Cultural industries,140
20517,Cancer,141
21113,Mental health promotion,141
21216,Child development,143
22064,Aboriginal Australians economic conditions,143
53326,Asylum seekers,143
20653,Productivity,144
22879,Artificial Intelligence (AI),144
59731,National Electricity Market (NEM),144
20203,Journalism,145
20908,Labour supply,145
21004,Right of asylum,145
21005,Drug abuse,145
61311,Public service,145
20184,Healthcare reform,146
20238,Natural disasters,146
21492,Tourism,146
20157,Economic policy,147
20340,Defence,147
52661,Aboriginal reconciliation,147
51906,Building energy codes,148
53231,Arts funding,148
60176,Open government,148
21161,Research institutes,149
21233,Corporate social responsibility,149
52711,Academic publishing,149
60821,Policy reform,149
20467,Violence,151
20664,Prisons,151
21807,Construction industry,151
55636,Disability services,153
20824,Digital communications social aspects,154
20576,Primary education,155
56746,financial inclusion,155
20529,Banks and banking,158
20659,Auditing,158
20823,Older people,160
21052,Income,161
55391,Demographics,161
20189,Welfare recipients,162
55701,domestic energy use,163
20191,Unemployment,164
22005,Trade regulation,164
62666,SOAC 7,164
21656,Literacy,166
51526,Australian federal election 2016,166
20696,Housing prices,168
20160,Publishers and publishing,169
20509,Equality,169
20514,Parliament,169
20834,Competition,169
22359,Ecology,169
54006,carbon emissions,169
20574,Secondary education,170
21097,Carbon dioxide mitigation,170
54531,Communication technologies,170
20643,Citizenship,171
20974,Government policy,171
21369,Political leadership,171
20392,Economic forecasting,172
20280,Copyright,173
20415,Business enterprises,173
20845,Regional planning,173
20295,Strategic planning,174
20644,Police,174
21835,Farms,174
54981,criminal justice system,174
97901,Social housing,174
21036,Environmental health,175
23499,Political culture,176
21505,Consumers,177
91906,Low income housing,178
21392,Public transport,179
21055,Social policy,181
21340,Risk,181
21329,Primary health care,182
52181,F H McKenzie collection,182
65691,SOAC 6,182
91946,Future of work,184
22063,Universities and colleges study and teaching,186
21122,Educational evaluation,190
56356,Energy efficiency,190
21225,Medical care,192
20198,Mining,194
20254,Big data,196
22398,Creative workforce,196
20450,Cultural awareness,197
20978,Indigenous children,197
20889,Financial services industry,199
59281,media regulation,200
52051,Community housing,204
21819,Communications,206
60171,open access,207
67716,Official Development Assistance (ODA),207
52071,Foreign aid,208
20920,Child abuse,209
21914,Social change,209
20397,Technological innovations,211
51931,affordable housing,211
20249,Wages,215
21366,Political parties,215
21574,Work-life balance,216
21684,Cultural policy,217
21288,Global environmental change,219
22226,Buildings,219
20287,Data collection platforms,220
20690,Business enterprises--Technological innovations,220
20764,Science,221
21209,Indigenous peoples,223
20256,Digital media,224
20699,Teaching,226
20735,Finance,226
52376,Climate change,227
20235,Hospitals,228
20656,Investments,231
20199,Natural resources,232
21741,Energy industries,232
63826,Universities,236
20245,Superannuation,239
20222,Diplomacy,240
20408,Politics and government,240
20934,State governments,240
21215,Early childhood education,243
21493,Human services,243
53816,Broadband,243
21582,Technology,245
22055,Violence against women,245
20613,Parenting,247
20262,Rental housing,249
20370,Evaluation,251
20223,Armed forces,255
20779,Environmental protection,256
56951,Foreign relations,256
20149,Privacy,260
20402,Students,261
20997,Energy resources,262
20166,Libraries,263
20572,School curriculum,265
20231,Courts,268
20290,Information resources management,274
20604,Law reform,279
21179,Aged care,279
21065,International cooperation,280
21937,Industries--Technological innovations,280
20260,Poor,281
57741,Healthcare,281
20179,Energy consumption,282
90541,renewables,283
20559,Press,288
20247,Budget,290
52151,Child protection,291
20347,Corporate governance,294
20478,Government accountability,300
20540,Multiculturalism,300
20563,Broadcasting,302
20555,Alcohol,310
20307,Emigration and immigration,312
20641,Community participation,312
20543,Electricity,313
56421,Environment,314
20374,Immigrants,319
20421,Business,319
22272,Economic indicators,322
20976,Labour market,323
21882,Rural conditions,324
20853,Research,328
20224,Terrorism,330
22439,Law,340
21166,Drugs,341
20513,Homelessness,344
20545,Community development,344
20318,Industries,360
21001,Poverty,360
52726,Access to information,361
20666,Regional development,363
21735,Sustainable development,368
20202,Mass media,371
21326,Child welfare,375
20655,Public infrastructure,376
20973,Arts,376
82346,Sustainable building design and construction,376
61551,Rural and remote communities,378
20331,Labour,379
20205,Women,384
20226,Social media,385
21830,Social isolation,392
20233,Torres Strait Islanders,393
63996,Vocational education and training,396
20388,Public welfare,399
20192,Ageing,402
20688,Diseases,405
20364,Land use,418
20470,People with disabilities,434
20479,Democracy,439
21471,Aboriginal Australians government relations,439
59446,Military,440
61546,Refugees,446
20539,Energy policy,451
20299,International trade,476
20526,Communities,483
21056,Families,484
21151,Medicine,485
20582,Population,491
57426,Government expenditure,493
20152,Water,500
20194,Family violence,501
20147,Digital communications,505
20178,Climate change mitigation,515
20225,Internet,521
20296,National security,523
21629,Social problems,524
21773,Power resources,526
63656,Transport,530
20246,Federal government,531
63336,Taxation,535
20979,Well-being,542
20380,Mental health,553
21054,Public policy,583
20818,Agriculture,585
20174,Public administration,597
58201,Indigenous health,645
20680,Local government,654
20494,Elections,664
20216,Sustainability,677
20204,Crime,697
20294,Higher education,718
20248,Youth,723
20411,Human rights,758
20403,Schools,796
20206,Children,867
20676,Health,945
20177,Climatic changes,964
20391,Economic development,"1,085"
21120,Economics,"1,169"
20458,Cities and towns,"1,196"
20158,International relations,"1,223"
20387,Education,"1,301"
20369,Employment,"1,321"
20434,Public health,"1,333"
20282,Housing,"1,424"
20170,Aboriginal Australians,"1,545"
20148,Information technology,"1,640"
69466,Urban planning,"1,893"
